step,r1,r2,r3,r1sq,r2sq,r3sq,rsq,p1,p2,p3,p1sq,p2sq,p3sq,psq,U,Usq,Ealign,psi
10500.0,-6.917092921195004,2.2126728904887645,67.67356553141708,72.24513756450027,21.76311357583142,4589.8369108373345,4683.845161977618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.02069659425368,41308.5321975358,56.322091813866194,1.0194222247336997
11000.0,-6.948590526470249,2.6245201455916773,67.49746057195878,72.02611761442705,26.69320047425896,4566.3179398478105,4665.0372579364575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.49238171587766,41096.861458630076,56.23662153719462,1.0233610970081135
11500.0,-7.073574408294395,2.655009909776595,67.33209630738439,73.1244623523987,27.078226315074797,4544.279058140735,4644.481746808172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.9962889221531,40898.51152326642,55.99834802406413,1.0281709314108338
12000.0,-7.189126508258839,2.1949568755540394,67.25666707875567,74.16544003069691,28.927329601855085,4533.889827393851,4636.982597026363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.77000123626746,40805.008446544445,55.87815084867912,1.029241398926883
12500.0,-7.394407693909113,1.7187896861055598,67.26928143075591,77.32353574184816,31.581382739081917,4535.212498377673,4644.117416858561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.8078442922683,40816.9124853989,55.83686633326995,1.0290959290755557
13000.0,-7.409669353752825,1.3631539414029592,67.1910814102394,76.85625543457931,32.68618150278809,4524.550352597393,4634.092789534709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.57324423071884,40720.953173376314,55.74172744867658,1.0312335534215755
13500.0,-7.2412333344214295,1.2174932652215233,67.1335186925529,74.35342710121252,32.08763048448481,4516.570375949423,4623.011433535085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.40055607765893,40649.13338354467,55.693719493412836,1.0316227211475448
14000.0,-7.105762109198923,1.034053457455634,67.14481308357772,72.17909467033482,31.5582341371365,4517.775450937493,4621.512779744916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.4344392507326,40659.97905843701,55.72674908305231,1.030707797837564
14500.0,-6.851285524308529,0.914309028245234,67.24078386640025,69.75209440530502,30.759441810422565,4530.844820297074,4631.3563565127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.72235159920214,40777.603382672765,55.83368566324325,1.029263797364404
15000.0,-6.5737060253111,0.8952531830611209,67.37474075796285,67.51990148100055,29.750434910228847,4549.192879641889,4646.463216033053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.12422227389135,40942.73591677579,55.96014175887146,1.026797000640575
15500.0,-6.306246002664299,0.8902007281451022,67.45145801569072,65.44610820353948,28.813948586450632,4559.415810021891,4653.67586681182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.35437404707795,41034.74229019547,56.07134466710151,1.0241771049364434
16000.0,-5.967160645697845,0.9024617229097133,67.51751615264337,64.14450851913858,27.99274402638548,4568.198080178662,4660.335332724114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.5525484579356,41113.78272160624,56.11456418760723,1.022490081632704
16500.0,-5.672683555799844,0.924304996059532,67.48091386411843,62.7773435838063,27.240467826716728,4563.134802306815,4653.15261371727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.4427415923609,41068.213220759724,56.02407189231005,1.0236857359222509
17000.0,-5.302390627441262,0.8711665978525772,67.3881679653283,62.68068586367503,26.608021917756403,4550.642807540493,4639.93151532187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.16450389599123,40955.78526786293,55.97609002334352,1.0254831004278082
17500.0,-4.799721148445719,0.7403799714902787,67.24458623498589,65.4904597196485,26.27088477911428,4531.776852095403,4623.538196594117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.73375870496216,40785.9916688574,55.85536344384497,1.0265681137030649
18000.0,-4.54644377081238,0.6379679483037236,67.14521465263518,64.24921044274643,26.021572687303124,4518.684362508746,4608.955145638725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.43564395790932,40668.15926257729,55.74646621146665,1.0282480377851257
18500.0,-4.415858024965605,0.5623164892585628,67.16503451331137,62.56557028002799,25.543838261158978,4521.103590012511,4609.212998553636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.49510353993793,40689.93231011117,55.73222506144199,1.0280393488692434
19000.0,-4.389123955461063,0.6504971797150031,67.22079211162558,61.26085755131151,25.324702841049202,4528.4880486571155,4615.07360904943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.66237633488,40756.39243791298,55.74668955181033,1.0281161641423793
19500.0,-4.3914191778198255,0.792332936787422,67.2209078967618,60.27211304803579,25.762242933840266,4528.27826787331,4614.31262385515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.66272369028948,40754.50441085887,55.778138259188154,1.0290733153432088
20000.0,-4.3460743186554405,0.8943973857681811,67.23361570853196,59.05988499870773,25.744245542105734,4529.764170463174,4614.568301004085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.70084712560185,40767.877534168896,55.81173555179457,1.0288393309677588
20500.0,-4.2145086924207105,0.9291265237663415,67.23426996230606,57.70234720152084,25.28443761481674,4529.695455879225,4612.682240695662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.70280988692267,40767.25910291326,55.778536743469125,1.0305585083357331
21000.0,-4.174368369666524,0.8248991226539292,67.41380510036497,56.573679099485844,25.04244400412036,4555.028197631358,4636.64432073506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.24141530109867,40995.25377868227,55.910987677848475,1.0285037226399802
21500.0,-4.034351845694448,0.7909940989502845,67.45174009499304,55.397336330604666,24.656034934180536,4559.99299844585,4640.046369710734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.35522028498337,41039.93698601268,55.89783412459045,1.0286592758456987
22000.0,-3.9686355556856685,0.8492643434075994,67.52730656894096,54.193632111441346,24.43072899017935,4570.23235860812,4648.856719709802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.58191970682685,41132.091227473014,55.88934518897856,1.028263724996671
22500.0,-3.874648808823508,0.8413452023516543,67.54745015776709,53.04689468303745,23.9270005571589,4572.753146874955,4649.7270421151925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.64235047330388,41154.77832187427,55.89613492612075,1.0290669412177065
23000.0,-3.8832653473435,0.8973074097031887,67.50412018110465,52.49098819982077,23.71673119379579,4566.7874903054435,4642.9952096990955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.51236054331656,41101.087412748726,55.827733232233776,1.0305197864025955
23500.0,-3.9241718080647696,0.9564485685243308,67.44472256647435,52.12431175533033,23.533759835935232,4558.7722725598205,4634.430344151121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.3341676994255,41028.95045303819,55.76803880111236,1.0330405799494833
24000.0,-3.9346671003080136,1.0257779725345588,67.41738138901768,51.56901627892308,23.445058087806256,4554.922869079861,4629.936943446602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.25214416705487,40994.30582171853,55.71146034597205,1.0351851191516446
24500.0,-3.8775293078233752,1.0633919805358334,67.32669274861382,50.607170382252335,23.224276058538592,4542.949158117551,4616.780604558373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.98007824584374,40886.54242305786,55.589003213466874,1.0379428641307598
25000.0,-3.7668440002538612,1.0814069563161188,67.26874019407467,49.68474856099448,22.885957750167112,4535.197485262385,4607.768191573564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.80622058222696,40816.77736736125,55.4960201128678,1.039323570776915
25500.0,-3.728743329626863,1.17175518602304,67.18332033421449,48.84443437217041,23.1002244003307,4523.923269168058,4595.867927940573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.5499610026472,40715.309422512386,55.40389609111032,1.0402092548364692
26000.0,-3.6894713262322694,1.1574712327727288,67.14611577973668,48.00408630638535,22.755595312332098,4518.89238493239,4589.65206655111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.43834733921543,40670.03146439132,55.37437490421134,1.040584740271063
26500.0,-3.660374264888474,1.2320572584076552,67.1614309882416,47.20523768312826,22.85095797322469,4520.789909578262,4590.846105234628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.48429296473128,40687.109186204085,55.403945050267005,1.0410272885194958
27000.0,-3.6377672651713704,1.282432812460467,67.22990365157779,46.47787014311848,22.775161744589685,4530.097954226208,4599.350986113943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.6897109547396,40770.881588035576,55.48422618390699,1.0412420388509143
27500.0,-3.5327730569489586,1.3503288050692384,67.27388439668015,45.74697289328934,22.889240519801795,4535.960826944117,4604.597040357262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.82165319004767,40823.647442497066,55.51279666432843,1.0416082781895686
28000.0,-3.469558107802573,1.4678315021207535,67.31229108857573,45.08158797240458,23.652698265873777,4541.042670553948,4609.776956792282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.9368732657343,40869.384034985604,55.521870677661866,1.041465223044149
28500.0,-3.476610759906998,1.5107786531801228,67.39611038596696,44.58094488894588,23.53043350053187,4552.56633777379,4620.677716163342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.18833115790804,40973.097039964494,55.610429655031986,1.0402798073700845
29000.0,-3.4275396297863923,1.6161490473876916,67.48504423601221,43.832948605947614,24.171076324974536,4564.845147632951,4632.849172563943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.4551327080434,41083.60632869695,55.720224342967065,1.0388963576063572
29500.0,-3.417511637429746,1.6495482677989186,67.59479837155111,43.31392940775382,24.006349190653935,4580.196483238525,4647.51676183699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.7843951146603,41221.76834914713,55.81881927876781,1.036920361896507
30000.0,-3.413378195134194,1.673836238224618,67.6712396785356,42.802597595220206,23.78613015357314,4590.706052393639,4657.294780142508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.01371903561346,41316.354471543345,55.87577204384826,1.0356388799620355
30500.0,-3.4359049501364543,1.6844129646344466,67.70158448893793,42.487692124718194,23.498740754855344,4594.883469795853,4660.869902675505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.10475346682006,41353.95122816306,55.92842058513565,1.0351442155511479
31000.0,-3.4169688143913737,1.659172310501231,67.61845386653471,42.00536838675755,23.20222211058246,4583.903209787531,4649.110800284938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.85536159960975,41255.12888808772,55.864624063122434,1.0365709939176817
31500.0,-3.356213712641382,1.5657485487310072,67.62598465613799,41.40971696272434,23.203254919970473,4584.751540494304,4649.364512377071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.87795396841946,41262.763864448716,55.87623635796682,1.036823437002394
32000.0,-3.2601273258310233,1.4586714421451499,67.63546322709567,40.8964859530649,23.32706303633274,4585.868634236785,4650.092183226239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.90638968129312,41272.817708130904,55.882640554807445,1.0366005829919758
32500.0,-3.171801637688284,1.3144676030212605,67.66864776822258,40.42003690269079,23.948348705849902,4590.264239798299,4654.632625406891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.00594330467365,41312.37815818466,55.9187687205742,1.0359682691787069
33000.0,-3.146965572576107,1.2696362112639066,67.67975924011492,39.907946670781925,23.71152505706861,4591.625741633215,4655.245213361147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.03927772035064,41324.631674699114,55.95055093591994,1.035246268201224
33500.0,-3.1960930969373953,1.1934056152647912,67.68866803248089,39.97651965166779,23.628674449192076,4592.694112391786,4656.299306492732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.066004097448,41334.247011526255,55.953672577086216,1.0346976342405971
34000.0,-3.2180840970551023,1.0888598200333528,67.69176073726558,39.790244834295834,23.828382847336545,4592.967103113269,4656.58573079501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.0752822118019,41336.70392801983,55.966683188262664,1.0353718845664763
34500.0,-3.2250021857230284,0.9863813174996904,67.65930172491235,39.475647470769324,24.017962225751518,4588.505085584562,4651.998695281128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.97790517474078,41296.54577026113,55.968220072064575,1.0361587898446438
35000.0,-3.2056399425059907,0.9513241888997817,67.6004515114322,39.09133155884234,23.89712387740001,4580.645439816043,4643.633895252303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.8013545343011,41225.808958344176,55.91869254376242,1.036978947047363
35500.0,-3.1580847671912164,0.9436618153768773,67.60075367488173,38.54752673354271,23.636714651255335,4580.574707562308,4642.758948947139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.8022610246507,41225.17236806089,55.91608476460057,1.0374429369131453
36000.0,-3.0515946753946577,0.9237909304405213,67.6027094353176,38.384375581523955,23.354358641957262,4580.708375793471,4642.447110017006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.80812830595858,41226.37538214158,55.89046653134115,1.0378381583134655
36500.0,-2.9579156576734396,0.852009320541687,67.61508302167373,38.09504295354628,23.400081064450823,4582.263545398574,4643.758669416601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.84524906502585,41240.37190858738,55.87795666024942,1.0374194589321353
37000.0,-2.936540784186937,0.7630493379612903,67.63880619168663,37.61311026263418,23.54021559854391,4585.415934621326,4646.569260482538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.91641857506463,41268.743411592215,55.87657200049279,1.0366508790063516
37500.0,-2.8581056737871915,0.6618893156324105,67.59534655227732,37.27301791522277,23.86231052980351,4579.548495875799,4640.683824320849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.78603965683627,41215.9364628825,55.8239096062542,1.03762638068061
38000.0,-2.789412087901032,0.5865559718826191,67.55479727544655,36.913640569485395,23.90849902807003,4574.064661887453,4634.886801485026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.6643918263445,41166.58195698748,55.77394089622944,1.038810133695456
38500.0,-2.777844862969079,0.5626508616467777,67.51646061796828,36.505228559722525,23.690377493867153,4568.874542448002,4629.070148501609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.54938185390952,41119.8708820325,55.729139543782,1.039771977717127
39000.0,-2.7485861373189473,0.5909970065498932,67.50455413395919,36.0617648782308,23.49191761634442,4567.169589609141,4626.723272103733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.51366240188176,41104.526306482614,55.72343531835848,1.0397477171485063
39500.0,-2.7610537510767044,0.5548656682269678,67.5159983365049,35.95360399317641,23.359211983458486,4568.599617383705,4627.91243336036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.54799500951808,41117.39655645364,55.72744360369834,1.0393942671988001
40000.0,-2.791913897398637,0.54200051877148,67.53399612820199,35.88240381103511,23.10536909344669,4570.940027169007,4629.927800073524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.60198838460929,41138.46024452172,55.73642107432573,1.0391980488330628
40500.0,-2.7947270038771945,0.5603205047411418,67.56169477013017,35.59962633906615,22.899896997692252,4574.647831549539,4633.147354886343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.68508431039515,41171.83048394656,55.766899663546155,1.0391568479416773
41000.0,-2.758141871239902,0.6091686045843392,67.60598310110069,35.2886719755383,22.892946298484265,4580.681645813039,4638.8632640871165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.8179493033066,41226.134812318276,55.81458719391541,1.038905026554692
41500.0,-2.6715503563490395,0.7001414634567733,67.65115318844654,35.11418738204321,23.44006806027556,4586.868332991584,4645.422588433961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.95345956534413,41281.814996925175,55.87554701864834,1.038536207678197
42000.0,-2.6690370191889423,0.7226895592582718,67.66659309200875,34.9622301455204,23.301994025262758,4588.87581396495,4647.140038135793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.99977927603143,41299.882325685365,55.901152733138055,1.0389843209742413
42500.0,-2.689823390283635,0.7316078146338274,67.70613812973372,34.788651909258874,23.081724391415797,4594.253500119786,4652.123876420511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.11841438920652,41348.281501078796,55.92256181342927,1.038612953781367
43000.0,-2.695776013309876,0.6876061821019939,67.7413583153787,34.53513711125319,22.949666451781916,4599.018930391105,4656.503733954183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.224074946142,41391.17037352061,55.932296777121714,1.0377511843558478
43500.0,-2.6938023982887187,0.6551046754734269,67.7710501377801,34.26213084015179,22.767662633401027,4603.0231525555755,4660.052946029184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.31315041334648,41427.20837300098,55.965211278533175,1.0371340363364647
44000.0,-2.707771130645779,0.6305716665084711,67.78536018230879,34.089617518397056,22.562548404467996,4604.884996626072,4661.537162549003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.35608054693336,41443.964969635446,55.98705770817817,1.036654186984484
44500.0,-2.637829268646261,0.6057406907948791,67.79881766305093,33.99076728059358,22.413958605732876,4606.62443900305,4663.029164889452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.39645298915994,41459.61995102839,56.00321561708968,1.0363942324859887
45000.0,-2.534287953625761,0.6099691391270753,67.78672274335807,34.15052317453853,22.214116817109012,4604.913363378255,4661.278003369968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.36016823008003,41444.22027040535,55.989999333082274,1.0363056686667196
45500.0,-2.5056967038298823,0.6111856544097334,67.7336506974212,33.847209812097404,22.014891921289266,4597.889753630665,4653.751855364097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.20095209226955,41381.00778267712,55.941202235679825,1.0369260353567042
46000.0,-2.402592903572047,0.5938020613003738,67.71162821632898,34.05703878708913,21.80875224522727,4594.953681193886,4650.819472226229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.13488464899243,41354.5831307461,55.94371589909037,1.0369705922698895
46500.0,-2.2880289168472836,0.5726854194234984,67.72766005448851,34.43994228234655,21.69064955468236,4597.046546401462,4653.17713823853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.182980163471,41373.418917614494,55.943751363955236,1.036488361375134
47000.0,-2.1781442179828714,0.5358231523868685,67.70394383617524,34.79408345949024,21.585730383800264,4593.789891491919,4650.169705335225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.11183150853182,41344.109023428544,55.92386703273302,1.0369169071730069
47500.0,-2.1281739319169644,0.5090133508202969,67.65929408626954,34.568951670028355,21.40667071520011,4587.832620631057,4643.808243016292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.97788225881325,41290.4935856807,55.877006614468954,1.03813791106224
48000.0,-2.109977950136739,0.4808534240961206,67.62210042840971,34.258375565532205,21.240697103295403,4582.837635616978,4638.336708285807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.86630128523396,41245.53872055405,55.8357165768994,1.038845762442732
48500.0,-2.0706323097870376,0.42734814517989855,67.57430733057132,34.01705562485022,21.304157220898787,4576.502826440916,4631.824039286661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.72292199171883,41188.525437969525,55.78410574424818,1.0394687005149215
49000.0,-2.0491803188099245,0.3438317038388227,67.568068138663,33.799813126435545,21.72785046076703,4575.569519539259,4631.097183126471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.7042044159945,41180.12567585445,55.77335272583305,1.0392678288077404
49500.0,-2.0084560753828415,0.25033641689847347,67.54951599081696,33.51809137859725,22.327981256103293,4573.05330691412,4628.899379548843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.64854797245604,41157.47976222847,55.741666366033634,1.0392608381021662
50000.0,-2.0139614215593196,0.16214683554850473,67.53705436017216,33.27783995790964,22.849584809129805,4571.329766118327,4627.457190885392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.61116308052186,41141.96789506619,55.72818179940921,1.0396149250089
50500.0,-2.0045957661511693,0.08107187926548282,67.5166399066512,32.99101850176104,23.279134755102817,4568.520432705409,4624.790585962314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.54991971995895,41116.68389434998,55.712860074364826,1.0401430779768959
51000.0,-1.9371213643253038,0.0348250043928257,67.476335038655,32.92119649192623,23.2880382243493,4563.154998843355,4619.364233559663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.42900511596997,41068.39498959145,55.67520223515963,1.0405567611786062
51500.0,-1.91047072556548,-0.001328179212947944,67.46046498400969,32.61491490237893,23.217354299264226,4560.956856469129,4616.78912567079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.3813949520337,41048.61170822328,55.65848895786633,1.0399943209736688
52000.0,-1.8937195196303152,-0.03611549932541467,67.4771293303174,32.31375662193982,23.139953166442996,4563.160344620494,4618.614054408896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.43138799095726,41068.443101585595,55.66826562549106,1.0396107808109643
52500.0,-1.860464668328083,-0.074053304134212,67.47866087594844,32.043518540709016,23.082735535321596,4563.275543162439,4618.401797238406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.43598262784784,41069.479888461894,55.68536118412919,1.0396843463074208
53000.0,-1.830868247374454,-0.10304593092395056,67.45355343513943,31.772884945934994,22.978018042930394,4559.877792401186,4614.628695389971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.36066030541997,41038.900131610295,55.678449686955545,1.0404570803575655
53500.0,-1.8310153537557325,-0.11697918409811452,67.43649661141343,31.525366878454655,22.799050979539434,4557.532671864923,4611.857089722841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.30948983424227,41017.79404678362,55.66241498995413,1.0413178119484277
54000.0,-1.8188773162799028,-0.13229524581873778,67.41591393472972,31.242008243673745,22.631588792801782,4554.726300775227,4608.599897811618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.24774180419135,40992.53670697609,55.63646538364325,1.0423328687109799
54500.0,-1.794194141328799,-0.16161956151520354,67.40683100768415,30.978530525779146,22.549358629765788,4553.428881436332,4606.956770591788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.2204930230546,40980.859932926345,55.60638521742304,1.042974445385139
55000.0,-1.7181213213840851,-0.18673872707787295,67.40230812391238,31.118336170026947,22.430334695415606,4552.741814887624,4606.290485752996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.20692437173878,40974.676333987576,55.59501741349222,1.0431417982693547
